../../input/400MB.dat
test_name,test_id,total_bytes,psamples,bytes_per_psample
diehard_squeeze,13,922600276,100,9226002
diehard_craps,16,540458328,100,5404583
dab_filltree,207,451996728,1,451996728
dab_filltree2,208,116877856,1,116877856
../../input/1000MB.dat
test_name,test_id,total_bytes,psamples,bytes_per_psample
diehard_squeeze,13,922599628,100,9225996
diehard_craps,16,540049444,100,5400494
dab_filltree,207,451997088,1,451997088
dab_filltree2,208,116864400,1,116864400
../../input/2048MB.dat
test_name,test_id,total_bytes,psamples,bytes_per_psample
diehard_squeeze,13,922548916,100,9225489
diehard_craps,16,540096776,100,5400967
dab_filltree,207,452004068,1,452004068
dab_filltree2,208,116856680,1,116856680
../../input/1000MB.dat
test_name,test_id,total_bytes,psamples,bytes_per_psample,suggested_psamples
diehard_squeeze,13,461286820,50,9225736,45,X
diehard_craps,16,269869336,50,5397386,77,X
dab_filltree,207,451997088,1,451997088,0,X
dab_filltree2,208,116864400,1,116864400,3,X
../../input/2048MB.dat
test_name,test_id,total_bytes,psamples,bytes_per_psample,suggested_psamples
diehard_squeeze,13,461309712,50,9226194,45,X
diehard_craps,16,270097968,50,5401959,77,X
dab_filltree,207,452004068,1,452004068,0,X
dab_filltree2,208,116856680,1,116856680,3,X
